Station,Niskin,Targeted Depth (m),CTD Recorded Depth (m),CTD Pressure (db), NMEA Latitude, NMEA Longitude,Date,Time (UTC),CFC Bottle,O2 Flask,Methane/N₂O,DIC/TA flask,CDOM,Viscosity / PAM/Turn.,Nutrients,DON,δ¹⁸O,Salinity,Microbio Filters,Microscopy,HOC / DOC,CTD Temperature,Uncorrected CTD Conductivity,Corrected CTD Conductivity,Bottle Conductivity,Bottle Conductivity (Dupes),Uncorrected CTD Salinity,Corrected CTD Salinity,Bottle Salinity,Bottle Salinity (Dupes),Uncorrected CTD Oxygen,Corrected CTD Oxygen,Bottle Oxygen (ml/l),Bottle Oxygen (Dupes),CTD Fluorescence,NO₃ (µmol/L),PO₄ (µmol/L),SIL (µmol/L),NO₂ (µmol/L),NH₄ (µmol/L),Calculated  DIC (Apollo),Calculated  DIC (Apollo) Dupes,Apollo pH,Apollo pH Dupes,TA_Final,TA_Final Dupes,Notes,,,,
7.0,5,900.000,898.857,906.887,28.431,88.325,7/31/2023,17:06:00,--,155,247,S104 / S105,E65,--,S511,Q129,159,366W,X,--,--,5.455,3.421,3.420,3.420,--,34.928,34.921,34.921,--,3.917,3.771,3.740,--,-0.094,26.13,1.92,24.30,0.02,0.12,2208.937322,2207.818628,7.6378,7.79,0.002374194823,0.002373668297,,,,,
7.0,6,650.000,648.659,654.058,28.431,88.325,7/31/2023,17:06:00,--,160,091,S108,E55,--,S504,Q130,157 / 170,369W,X,--,S1,6.695,3.522,3.521,3.521,--,34.915,34.907,34.909,--,3.237,3.117,3.068,--,-0.095,30.21,1.99,23.40,0.20,0.07,2217.969843,--,7.7102,--,0.002369298932,--,,,,,
7.0,7,400.000,399.476,402.558,28.431,88.325,7/31/2023,17:06:00,--,151,276,S109,E62,--,S514,Q118 / Q126,178,372W,X,--,S2,9.970,3.845,3.844,3.843,--,35.212,35.204,35.197,--,2.731,2.629,2.603,--,-0.097,24.58,1.68,13.50,0.02,0.19,2208.779548,--,7.7136,--,0.002370544176,--,,,,,
7.0,8,250.000,249.128,250.958,28.431,88.325,7/31/2023,17:06:00,--,--,--,--,--,--,--,--,--,--,--,--,--,13.641,4.250,4.249,--,--,35.754,35.746,--,--,3.129,3.013,--,--,-0.098,--,--,--,--,--,--,--,--,--,,--,Niskin did not fire.,,,,
7.0,9,100.000,98.397,99.084,28.431,88.325,7/31/2023,17:06:00,--,150,379,S110,E77,--,S500,Q120,167,350W,X,--,S5,20.199,5.013,5.012,5.011,--,36.609,36.601,36.593,--,3.255,3.134,3.081,--,0.147,9.05,0.45,3.20,0.03,0.06,2181.166739,--,7.9251,--,0.002440042605,--,,,,,
7.0,10,60.000,59.472,59.881,28.431,88.325,7/31/2023,17:06:00,--,134,267,S111,E18,--,S512,Q127,173,353W,X,--,S6,23.046,5.285,5.284,5.284,--,36.382,36.374,36.375,--,4.563,4.393,4.299,--,0.685,0.50,0.33,2.20,0.17,0.36,2122.045828,--,8.0484,--,0.002501425927,--,DCM. Cap loose on nutrient sample.,,,,
7.0,11,10.000,9.882,9.949,28.431,88.325,7/31/2023,17:06:00,--,152,374,S114,E75,--,S488,Q136,168,356W,X,--,S7,30.326,5.571,5.570,5.627,--,32.996,32.989,33.361,--,3.081,2.967,4.378,--,-0.007,0.00,0.15,2.00,0.00,0.22,2026.412359,--,8.1237,--,0.002399955558,--,,,,,
7.0,12,0.000,2.746,2.765,28.431,88.325,7/31/2023,17:06:00,X,158,259,S115,E64,--,S496,Q137,166,359W,X,--,S8,30.175,5.635,5.634,5.589,--,33.523,33.515,33.217,--,3.416,3.289,4.374,--,-0.032,0.06,0.12,1.60,0.00,0.41,2024.015112,--,8.1243,--,0.002439072636,--,,,,,
8.0,1,925.000,924.761,933.082,28.704,88.629,7/31/2023,22:02:00,--,154,006,S106,E63,--,S502,Q133,147,362W,X,--,--,5.101,3.391,3.390,3.391,--,34.938,34.930,34.941,--,4.199,4.042,4.031,--,-0.100,26.96,1.87,26.30,0.04,0.12,--,--,--,--,--,--,,,,,
8.0,2,925.000,924.716,933.035,28.704,88.629,7/31/2023,22:02:00,--,--,--,--,--,--,--,--,--,--,--,--,--,5.099,3.391,3.390,--,--,34.938,34.930,--,--,4.200,4.043,--,--,-0.103,--,--,--,--,--,--,--,--,--,--,--,,,,,
8.0,3,800.000,800.289,807.246,28.704,88.629,7/31/2023,22:02:00,--,148,316,S107,E71,--,S497,Q144,146,365W,X,--,--,5.769,3.444,3.444,3.457,--,34.918,34.910,35.068,--,3.712,3.574,3.143,--,-0.098,21.61,1.60,15.50,0.00,0.52,2202.315224,--,7.5713,--,0.002396573179,--,,,,,
8.0,4,650.000,648.188,653.582,28.704,88.629,7/31/2023,22:02:00,--,147 / 145,272,--,E39,--,S517 / S509,Q142,149,368W,X,--,--,6.714,3.523,3.523,3.523,--,34.912,34.904,34.904,--,3.244,3.123,3.189,3.187,-0.101,30.07 / 30.00,2.01 / 2.04,23.20 / 23.20,0.00 / 0.00,0.19 / 0.31,--,--,--,--,--,--,,,,,
8.0,5,500.000,498.597,502.564,28.704,88.629,7/31/2023,22:02:00,--,142,372,S164,E50,--,S516,Q149,127,371W,X,--,S3,8.358,3.679,3.678,3.677,--,35.017,35.010,35.000,--,2.920,2.812,2.786,--,-0.098,29.55,1.87,18.90,0.00,0.08,2217.147172,--,7.6925,--,0.002357974619,--,,,,,
8.0,6,350.000,348.705,351.352,28.704,88.629,7/31/2023,22:02:00,--,143,062,S165 / S166,E84,--,S499,Q145,150,402W,X,--,--,11.055,3.961,3.960,3.959,--,35.359,35.351,35.338,--,2.871,2.764,2.733,--,-0.095,24.93,1.56,12.50,0.02,0.25,2206.788038,2201.987559,7.7474,7.7139,0.002374596224,0.002343028688,,,,,
8.0,7,110.000,109.038,109.801,28.704,88.629,7/31/2023,22:02:00,--,149,090 / 319,S167,E72,--,S518,Q138,148,405W,X,--,S4,18.459,4.813,4.812,4.810,--,36.464,36.456,36.440,--,2.969,2.858,2.850,--,0.125,12.08,0.68,3.90,0.03,0.10,2184.5908,--,7.8883,--,0.002419623206,--,,,,,
8.0,8,75.000,76.433,76.962,28.704,88.629,7/31/2023,22:02:00,--,132,373,S168,E45,--,S490,Q115,154,408W,X,--,S5,21.266,5.132,5.131,5.130,--,36.669,36.661,36.650,--,3.467,3.338,3.397,--,0.780,5.30,0.38,2.10,0.16,0.49,2163.232986,--,7.9434,--,0.002446425982,--,DCM,,,,
8.0,9,45.000,45.819,46.133,28.704,88.629,7/31/2023,22:02:00,--,131,246,--,E76,--,S494,Q116,151,411W / 414W,X,--,S2,24.669,5.445,5.444,5.479,5.478,36.275,36.267,36.535,36.525,3.318,3.194,4.666,--,0.141,0.00,0.05,0.90,0.00,0.23,--,--,--,--,--,--,,,,,
8.0,10,15.000,15.176,15.279,28.704,88.629,7/31/2023,22:02:00,--,130,266,S169,E69,--,S508,Q121,160 / 152,417W,X,--,S6,25.307,5.548,5.547,5.489,--,36.544,36.536,36.106,--,2.793,2.689,4.448,--,-0.038,0.02,0.11,1.00,0.00,0.44,2060.103831,--,8.1226,--,0.002414193782,--,,,,,
8.0,11,0.000,2.641,2.659,28.704,88.629,7/31/2023,22:02:00,X,129,054,S170,E29,X,S501,Q131 / Q122,145,420W,X,--,S1,30.066,6.001,6.000,5.975,--,36.074,36.066,35.895,--,3.374,3.248,4.375,--,-0.041,0.05,0.11,0.80,0.00,0.43,2056.371116,--,8.1273,--,0.002466395932,--,,,,,
8.0,12,0.000,2.675,2.693,28.704,88.629,7/31/2023,22:02:00,--,--,--,--,--,--,--,--,--,--,--,--,--,30.219,6.014,6.013,--,--,36.046,36.038,--,--,2.905,2.796,--,--,-0.039,--,--,--,--,--,--,--,--,--,--,--,,,,,
9.0,1,188.000,188.511,189.868,28.965,88.887,8/1/2023,0:59:00,--,105,310,S171,E97,--,S573,Q151,144,423W,X,--,--,16.003,4.526,4.525,4.527,--,36.131,36.123,36.146,--,3.106,2.990,2.502,--,-0.102,14.95,0.89,6.40,0.06,0.18,2190.775092,--,7.8304,--,0.002389570183,--,Time from CTD file. Wrote 28:57 on log. ,,,,
9.0,2,188.000,188.482,189.839,28.965,88.887,8/1/2023,0:59:00,--,--,--,--,--,--,--,--,--,--,--,--,--,15.994,4.525,4.524,--,--,36.132,36.124,--,--,3.107,2.991,--,--,-0.098,--,--,--,--,--,--,--,--,--,--,--,,,,,
9.0,3,188.000,188.519,189.876,28.965,88.887,8/1/2023,0:59:00,--,--,--,--,--,--,--,--,--,--,--,--,--,15.995,4.525,4.524,--,--,36.131,36.123,--,--,3.106,2.991,--,--,-0.099,--,--,--,--,--,--,--,--,--,--,--,,,,,
9.0,4,188.000,188.546,189.903,28.965,88.887,8/1/2023,0:59:00,--,--,--,--,--,--,--,--,--,--,--,--,--,15.994,4.525,4.524,--,--,36.130,36.122,--,--,3.104,2.988,--,--,-0.099,--,--,--,--,--,--,--,--,--,--,--,,,,,
9.0,5,65.000,65.347,65.797,28.965,88.887,8/1/2023,0:59:00,--,104,386,S172,E91,--,S571,Q153,143,401W,X,--,--,21.968,5.215,5.214,5.211,--,36.730,36.722,36.701,--,4.031,3.881,3.942,--,0.713,2.10,0.17,1.50,0.19,0.48,2151.168414,--,7.9852,--,0.002448346901,--,,,,,
9.0,6,65.000,65.313,65.764,28.965,88.887,8/1/2023,0:59:00,--,--,--,--,--,--,--,--,--,--,--,--,--,21.984,5.217,5.216,--,--,36.731,36.723,--,--,4.031,3.881,--,--,0.747,--,--,--,--,--,--,--,--,--,--,--,,,,,
9.0,7,65.000,65.420,65.871,28.965,88.887,8/1/2023,0:59:00,--,--,--,--,--,--,--,--,--,--,--,--,--,21.949,5.213,5.212,--,--,36.736,36.728,--,--,4.024,3.874,--,--,0.711,--,--,--,--,--,--,--,--,--,--,--,,,,,
9.0,8,65.000,65.427,65.878,28.965,88.887,8/1/2023,0:59:00,--,--,--,--,--,--,--,--,--,--,--,--,--,21.954,5.212,5.211,--,--,36.723,36.715,--,--,4.031,3.881,--,--,0.746,--,--,--,--,--,--,--,--,--,--,--,,,,,
9.0,9,0.000,2.195,2.210,28.965,88.887,8/1/2023,0:59:00,X,103,095,S173,E67,--,S568,Q152,153,404W,X,--,--,31.282,5.315,5.314,6.130,--,30.693,30.686,36.042,--,2.838,2.732,4.553,--,0.550,0.04,0.03,1.10,0.00,0.33,2063.708057,--,8.113,--,0.002454210759,--,,,,,
9.0,10,0.000,2.172,2.187,28.965,88.887,8/1/2023,0:59:00,--,--,--,--,--,--,--,--,--,--,--,--,--,30.815,5.388,5.387,--,--,31.462,31.455,--,--,3.137,3.020,--,--,0.406,--,--,--,--,--,--,--,--,--,--,--,Niskin did not fire.,,,,
9.0,11,0.000,2.198,2.213,28.965,88.887,8/1/2023,0:59:00,--,--,--,--,--,--,--,--,--,--,--,--,--,30.512,5.414,5.413,--,--,31.829,31.822,--,--,3.147,3.030,--,--,0.443,--,--,--,--,--,--,--,--,--,--,--,,,,,
9.0,12,0.000,2.288,2.303,28.965,88.887,8/1/2023,0:59:00,--,--,--,--,--,--,--,--,--,--,--,--,--,30.528,5.451,5.450,--,--,32.063,32.056,--,--,3.042,2.929,--,--,0.526,--,--,--,--,--,--,--,--,--,--,--,,,,,
10.0,1,219.000,215.879,217.447,29.068,88.653,8/1/2023,2:49:00,--,102,265,S174,E78,--,S555,Q135,141,407W,X,X,--,15.790,4.502,4.501,4.511,--,36.098,36.090,36.184,--,3.091,2.976,2.984,--,-0.101,14.17,0.87,5.80,0.05,0.13,2192.461177,--,7.8418,--,0.002393572181,--,,,,,
10.0,2,219.000,215.880,217.449,29.068,88.653,8/1/2023,2:49:00,--,--,--,--,--,--,--,--,--,--,--,--,--,15.787,4.501,4.500,--,--,36.098,36.090,--,--,3.088,2.973,--,--,-0.096,--,--,--,--,--,--,--,--,--,--,--,,,,,
10.0,3,219.000,215.876,217.445,29.068,88.653,8/1/2023,2:49:00,--,--,--,--,--,--,--,--,--,--,--,--,--,15.786,4.501,4.500,--,--,36.099,36.091,--,--,3.086,2.971,--,--,-0.100,--,--,--,--,--,--,--,--,--,--,--,Niskin did not have caps.,,,,
10.0,4,219.000,215.861,217.429,29.068,88.653,8/1/2023,2:49:00,--,--,--,--,--,--,--,--,--,--,--,--,--,15.787,4.501,4.500,--,--,36.098,36.090,--,--,3.084,2.969,--,--,-0.098,--,--,--,--,--,--,--,--,--,--,--,,,,,
10.0,5,63.000,63.713,64.152,29.068,88.653,8/1/2023,2:49:00,--,101,387,S175,E85,--,S574,Q143,142,410W,X,X,--,23.715,5.384,5.383,5.420,--,36.589,36.581,36.868,--,2.560,2.464,3.749,--,0.864,2.17,0.09,1.10,0.27,0.20,2140.698692,--,8.0093,--,0.0024413389,--,,,,,
10.0,6,63.000,63.718,64.157,29.068,88.653,8/1/2023,2:49:00,--,--,--,--,--,--,--,--,--,--,--,--,--,23.740,5.397,5.396,--,--,36.663,36.655,--,--,2.576,2.480,--,--,0.870,--,--,--,--,--,--,--,--,--,--,--,,,,,
10.0,7,63.000,63.697,64.136,29.068,88.653,8/1/2023,2:49:00,--,--,--,--,--,--,--,--,--,--,--,--,--,23.758,5.409,5.408,--,--,36.741,36.733,--,--,2.719,2.617,--,--,0.925,--,--,--,--,--,--,--,--,--,--,--,,,,,
10.0,8,63.000,63.713,64.152,29.068,88.653,8/1/2023,2:49:00,--,--,--,--,--,--,--,--,--,--,--,--,--,23.762,5.408,5.407,--,--,36.733,36.725,--,--,2.732,2.630,--,--,1.007,--,--,--,--,--,--,--,--,--,--,--,,,,,
10.0,9,0.000,2.268,2.284,29.068,88.653,8/1/2023,2:49:00,X,001,336,S176,E94,X,S575,Q128,132,413W,X,X,--,27.602,5.699,5.698,5.716,--,35.838,35.830,35.962,--,3.334,3.210,4.460,--,-0.024,0.00,0.00,0.90,0.00,0.13,2055.891116,--,8.1241,--,0.002414708296,--,,,,,
10.0,10,0.000,2.257,2.273,29.068,88.653,8/1/2023,2:49:00,--,--,--,--,--,--,--,--,--,--,--,--,--,29.847,5.812,5.811,--,--,34.952,34.944,--,--,2.896,2.788,--,--,-0.009,--,--,--,--,--,--,--,--,--,--,--,,,,,
10.0,11,0.000,2.323,2.338,29.068,88.653,8/1/2023,2:49:00,--,--,--,--,--,--,--,--,--,--,--,--,--,30.505,5.906,5.905,--,--,35.109,35.101,--,--,2.892,2.784,--,--,-0.007,--,--,--,--,--,--,--,--,--,--,--,,,,,
10.0,12,0.000,2.250,2.265,29.068,88.653,8/1/2023,2:49:00,--,--,--,--,--,--,--,--,--,--,--,--,--,31.171,6.025,6.024,--,--,35.424,35.416,--,--,3.047,2.933,--,--,-0.002,--,--,--,--,--,--,--,--,--,--,--,Niskin did not fire.,,,,
11.0,1,1477.000,1475.675,1490.927,28.710,88.285,8/1/2023,6:20:00,--,107,348,S181,E93,--,S547,Q109,125,416W,X,X,--,4.282,3.344,3.343,3.344,--,34.974,34.966,34.974,--,5.028,4.841,4.690,--,-0.096,22.93,1.53,25.70,0.04,0.10,2198.489308,--,7.7835,--,0.002357899544,--,,,,,
11.0,2,1300.000,1300.868,1313.762,28.710,88.285,8/1/2023,6:20:00,--,109,--,--,E80,--,S576 / S554,Q113,124,419W,X,X,--,4.409,3.347,3.347,3.347,--,34.967,34.960,34.964,--,4.864,4.683,4.665,--,-0.097,23.84 / 23.90,1.63 / 1.71,25.90 / 25.90,0.00 / 0.00,0.25 / 0.33,--,--,--,--,--,--,,,,,
11.0,3,1150.000,1151.441,1162.436,28.710,88.285,8/1/2023,6:20:00,--,--,--,--,--,--,--,--,--,--,--,--,--,4.641,3.361,3.360,--,--,34.957,34.949,--,--,4.613,4.441,--,--,-0.099,--,--,--,--,--,--,--,--,--,--,--,Skipped niskin. Meant to be a dupe.,,,,
11.0,4,1000.000,1000.743,1009.932,28.710,88.285,8/1/2023,6:20:00,--,111,304,S186,E95,--,S572,Q117,139,422W,X,--,--,5.136,3.398,3.397,3.397,--,34.938,34.931,34.941,--,4.166,4.011,3.887,--,-0.096,26.81,1.84,26.00,0.00,0.41,2211.858402,--,7.7399,--,0.002352709359,--,,,,,
11.0,5,800.000,800.195,807.152,28.710,88.285,8/1/2023,6:20:00,--,113,--,--,E82,--,S570,Q445,134,421W,X,--,--,5.793,3.447,3.446,3.446,--,34.919,34.911,34.916,--,3.694,3.556,3.496,--,-0.097,28.66,1.91,25.10,0.00,0.17,--,--,--,--,--,--,,,,,
11.0,6,600.000,601.070,606.003,28.710,88.285,8/1/2023,6:20:00,--,114 / 115,100,S180,E60,--,S548,Q134 / Q114,126,418W / 415W,X,--,--,7.338,3.581,3.580,3.581,3.581,34.937,34.930,34.940,34.934,3.025,2.912,2.848,2.923,-0.094,30.58,2.10,21.50,0.00,0.18,2222.800646,--,7.7243,--,0.002383632251,--,,,,,
11.0,7,350.000,350.578,353.240,28.710,88.285,8/1/2023,6:20:00,--,116,122,S185 / S179,E87,--,S565,Q112,128,412W,X,--,--,11.203,3.977,3.976,3.976,--,35.377,35.369,35.369,--,2.863,2.756,2.691,--,-0.102,24.81,1.58,12.30,0.00,0.25,2204.247245,2204.56238,7.7361,7.7367,0.002356129776,0.002366827463,O2 min,,,,
11.0,8,180.000,179.654,180.943,28.710,88.285,8/1/2023,6:20:00,--,117,283 / 102,S178,E86,--,S562,Q111,140,409W,X,--,--,15.835,4.506,4.505,4.504,--,36.113,36.105,36.093,--,3.374,3.248,3.214,--,-0.093,14.59,1.09,5.40,0.02,0.39,2179.701908,--,7.8461,--,0.002376105732,--,,,,,
11.0,9,180.000,179.801,181.092,28.710,88.285,8/1/2023,6:20:00,--,--,--,--,--,--,--,--,--,--,--,--,--,15.823,4.505,4.504,--,--,36.110,36.102,--,--,3.374,3.248,--,--,-0.096,--,--,--,--,--,--,--,--,--,--,--,,,,,
11.0,10,75.000,74.003,74.515,28.710,88.285,8/1/2023,6:20:00,--,118,049,S182,E81,--,S564,Q492,135,406W,X,X,--,22.107,5.228,5.227,5.223,--,36.712,36.703,36.677,--,3.946,3.799,3.731,--,0.824,1.16,0.14,1.30,0.35,0.30,2147.29129,--,7.9878,--,0.002422356937,--,DCM,,,,
11.0,11,30.000,30.573,30.781,28.710,88.285,8/1/2023,6:20:00,--,119,137,S183,E70,--,S560,Q110,133 / 131,403W,X,X,--,29.048,5.867,5.866,5.937,--,35.905,35.897,36.395,--,3.054,2.940,4.747,--,0.025,0.00,0.03,0.90,0.00,0.33,2049.672568,--,8.1079,--,0.002399728331,--,,,,,
11.0,12,0.000,1.949,1.963,28.710,88.285,8/1/2023,6:20:00,X,120,039,S177,E92,--,S540,Q125,138,400W,X,X,--,30.917,5.683,5.682,5.696,--,33.338,33.331,33.423,--,3.650,3.514,4.373,--,0.043,0.00,0.00,1.40,0.00,0.17,2021.136726,--,8.1313,--,0.002393016626,--,,,,,
12.0,1,2248.000,2245.444,2272.822,28.418,88.005,8/1/2023,10:28:00,--,131,197,S222,E98,--,S545,Q155 / Q447,136,673W,X,X,B1 ABCD,4.293,3.377,3.376,3.376,--,34.978,34.970,34.973,--,5.027,4.840,4.868,--,-0.100,16.29,1.51,18.80,0.00,0.72,2187.757639,--,7.8065,--,0.002396580186,--,,,,,
12.0,2,2000.000,1998.798,2021.983,28.418,88.005,8/1/2023,10:28:00,--,132 / 130,097,S301,E79,--,S541,Q051,121,670W,X,X,B2 ABCD,4.286,3.366,3.366,3.365,--,34.977,34.969,34.972,--,5.049,4.861,3.684,3.942,-0.100,22.82,1.55,25.20,0.00,0.36,2198.049649,--,7.7625,--,0.00233799566,--,,,,,
12.0,3,1800.000,1798.667,1818.662,28.418,88.005,8/1/2023,10:28:00,--,129,--,--,E99,--,S544,Q140,112,652W / 655W,X,X,B3 ABCD,4.288,3.358,3.358,3.357,3.358,34.976,34.968,34.969,34.979,5.031,4.844,4.882,--,-0.101,23.01,1.87,25.50,0.00,0.33,--,--,--,--,--,--,,,,,
12.0,4,1600.000,1599.035,1616.039,28.418,88.005,8/1/2023,10:28:00,--,128,390,S196 / S192,19,--,S579,Q148,115,658W,X,--,B4 ABCD,4.311,3.352,3.351,3.351,--,34.974,34.966,34.976,--,4.986,4.801,4.832,--,-0.098,23.28,1.65,25.60,0.02,0.54,2192.695382,2190.091025,7.8075,7.8013,0.002396431037,0.002375271899,,,,,
12.0,5,1400.000,1399.806,1414.016,28.418,88.005,8/1/2023,10:28:00,--,143,050 / 244,S210,E100,--,S577,Q147,137,661W,X,--,S1 / S2,4.372,3.349,3.348,3.348,--,34.970,34.962,34.970,--,4.901,4.718,4.703,--,-0.098,23.72,1.78,25.90,0.00,0.48,2202.129431,--,7.7846,--,0.002388668282,--,,,,,
12.0,6,1200.000,1199.989,1211.589,28.418,88.005,8/1/2023,10:28:00,--,142,--,--,E90,--,S552,Q147,111 / 129,664W,X,--,S3,4.580,3.358,3.357,3.357,--,34.960,34.952,34.960,--,4.657,4.484,4.438,--,-0.097,23.90,2.14,25.30,0.02,0.92,--,--,--,--,--,--,,,,,
12.0,7,800.000,800.167,807.123,28.418,88.005,8/1/2023,10:28:00,--,145,124.000,S201,E68,--,S539,Q139,113,667W,--,--,S4,5.974,3.463,3.462,3.462,--,34.915,34.908,34.913,--,3.583,3.450,3.457,--,-0.096,27.96,2.94,23.70,0.02,0.53,2206.158314,--,7.6888,--,0.002337958623,--,,,,,
12.0,8,460.000,459.474,463.086,28.418,88.005,8/1/2023,10:28:00,--,147,288,S200,E83,--,S551,Q141,120,651W,--,--,S5,9.815,3.831,3.831,3.831,--,35.197,35.189,35.194,--,2.668,2.569,2.560,--,-0.100,28.14,1.73,15.60,0.00,0.13,2208.679166,--,7.7262,--,0.002379736359,--,O2 min. Cap loose on nutrient sample.,,,,
12.0,9,240.000,241.309,243.077,28.418,88.005,8/1/2023,10:28:00,--,148,359,S208,E58,--,S563 / S569,Q455,114,654W,--,--,S6,14.458,4.345,4.344,4.344,--,35.883,35.875,35.873,--,3.212,3.093,3.116,--,-0.102,17.36 / 12.63,1.15 / 0.86,6.90 / 4.80,0.00 / 0.00,0.20 / 0.10,2186.178199,--,7.801,--,0.00237424187,--,,,,,
63.0,10,62.000,62.234,62.662,28.418,88.005,8/1/2023,10:28:00,--,154,375,S193,E89,--,S522,Q146 / Q150,122,657W,X,X,S7,23.167,5.298,5.297,5.296,--,36.379,36.371,36.367,--,4.596,4.425,4.390,--,0.568,0.04,0.02,1.80,0.17,0.14,2119.21156,--,8.0434,--,0.002421452033,--,DCM,,,,
12.0,11,25.000,25.016,25.186,28.418,88.005,8/1/2023,10:28:00,--,158,029,S199,E96,--,S550,Q154,130,660W,X,X,S8,29.713,5.944,5.943,5.950,--,35.943,35.935,35.985,--,3.283,3.161,4.616,--,0.029,0.03,0.04,1.20,0.00,0.16,2061.97236,--,8.1105,--,0.002491690201,--,,,,,
12.0,12,0.000,1.783,1.795,28.418,88.005,8/1/2023,10:28:00,X,152,323.000,S209,E88,X,S567,Q187,123,663W,X,X,S9,31.019,5.678,5.677,5.678,--,33.235,33.228,33.231,--,3.430,3.302,4.342,--,0.035,0.04,0.03,1.90,0.00,0.06,2034.317112,--,8.1195,--,0.002419562145,--,,,,,
13.0,1,2553.000,2549.955,2582.910,28.121,87.717,8/1/2023,14:46:00,--,102,032,S190,D15,--,S523,Q204,117,666W,X,X,B1 ABCD,4.316,3.391,3.391,3.389,--,34.979,34.972,34.969,--,5.042,4.854,4.928,--,-0.100,22.77,1.53,26.00,0.02,0.15,2194.224698,--,7.8159,--,0.002385294912,--,,,,,
13.0,2,2200.000,2198.394,2224.950,28.121,87.717,8/1/2023,14:46:00,--,105 / 104,003,S187,D97,--,S536 / S546,Q203,109,669W,X,--,B2 ABCD,4.295,3.375,3.375,3.374,--,34.978,34.970,34.975,--,5.051,4.863,4.977,4.960,-0.098,22.91 / 22.98,1.54 / 1.58,25.20 / 25.50,0.02 / 0.02,0.17 / 0.34,2198.067021,--,7.7813,--,0.00235015781,--,,,,,
13.0,3,1800.000,1799.082,1819.083,28.121,87.717,8/1/2023,14:46:00,--,103,396 / 370,S188,D4,--,S538,Q201 / Q200,119,672W,X,--,B3 ABCD,4.292,3.359,3.358,3.357,--,34.976,34.968,34.971,--,5.022,4.835,4.958,--,-0.098,23.11,1.56,25.60,0.00,0.16,2190.354618,--,7.7884,--,0.002360041684,--,,,,,
13.0,4,1500.000,1499.208,1514.788,28.121,87.717,8/1/2023,14:46:00,--,101,125,S202,D5,--,S537,Q195,107 / 118,650W,X,--,B4 ABCD,4.340,3.350,3.349,3.348,--,34.972,34.964,34.957,--,4.936,4.752,4.784,--,-0.103,23.55,1.58,26.10,0.00,0.14,2199.448201,--,7.7785,--,0.002363238878,--,,,,,
13.0,5,1200.000,1199.485,1211.078,28.121,87.717,8/1/2023,14:46:00,--,001,092,--,D66,--,S556,Q163,116,653W / 656W,X,--,B5 ABC,4.602,3.360,3.359,3.360,3.359,34.959,34.952,34.962,34.952,4.634,4.461,4.447,--,-0.100,24.68,1.64,25.90,0.00,0.20,--,--,--,--,--,--,,,,,
13.0,6,1000.000,999.694,1008.870,28.121,87.717,8/1/2023,14:46:00,--,114,070,S217 / S203,D87,--,S533,Q172,108,659W,X,X,S1 / S8,5.161,3.400,3.399,3.399,--,34.938,34.930,34.930,--,4.125,3.972,4.036,--,-0.099,27.14,1.81,26.60,0.00,0.12,2196.870053,2214.676959,7.7179,7.7518,0.002343577236,0.002377373999,,,,,
13.0,7,600.000,599.971,604.893,28.121,87.717,8/1/2023,14:46:00,--,113,133,S220,D56,--,S561,Q188,105,662W,X,--,S2,7.713,3.617,3.617,3.616,--,34.956,34.948,34.944,--,2.996,2.884,2.991,--,-0.095,30.15,1.93,20.40,0.00,0.14,2206.19613,--,7.7031,--,0.002362038679,--,,,,,
13.0,8,424.000,420.311,423.575,28.121,87.717,8/1/2023,14:46:00,--,111,104,S225,D14,--,S578,Q160,106,665W,X,--,S3,10.842,3.942,3.941,3.941,--,35.340,35.332,35.336,--,2.597,2.500,2.526,--,-0.097,26.50,1.68,13.80,0.00,0.29,2211.369902,--,7.7193,--,0.002358280925,--,O2 min,,,,
13.0,9,205.000,203.777,205.252,28.121,87.717,8/1/2023,14:46:00,--,109,082,--,D27,--,S530,Q180,110,668W,X,--,S4,16.197,4.550,4.549,4.543,--,36.168,36.160,36.108,--,3.270,3.148,3.201,--,-0.097,12.19,0.72,4.30,0.02,0.30,--,--,--,--,--,--,,,,,
13.0,10,69.000,70.980,71.470,28.121,87.717,8/1/2023,14:46:00,--,107,342,S262,D76,--,S543,Q165,103,671W,X,X,S5,22.924,5.286,5.285,5.282,--,36.484,36.476,36.458,--,4.702,4.526,4.503,--,0.527,0.04,0.21,1.40,0.07,0.48,2109.507664,--,8.0396,--,0.002438660224,--,DCM,,,,
13.0,11,25.000,25.089,25.260,28.121,87.717,8/1/2023,14:46:00,--,115,368,S302,D16,--,S524,Q159,104,252W,X,X,S6,30.954,6.062,6.061,6.078,--,35.821,35.813,35.928,--,3.495,3.365,4.485,--,0.010,0.00,0.08,1.50,0.02,0.30,2049.68297,--,8.1091,--,0.002404740338,--,,,,,
13.0,12,0.000,1.971,1.985,28.121,87.717,8/1/2023,14:46:00,X,121,024,S303,D25,--,S528,Q176,101,255W,X,X,S7,31.334,5.760,5.759,5.761,--,33.561,33.554,33.562,--,3.669,3.532,4.362,--,-0.039,0.00,0.02,2.00,0.00,0.15,2046.44403,--,8.1361,--,0.002376653279,--,,,,,
